template,title_candidate,slot_mapping,slot_scores,SITUATION_top_keywords,TOPIC_top_keywords,SITUATION_top_scores,TOPIC_top_scores,EVENT_top_keywords,EVENT_top_scores,ENG_top_keywords,SERIES_top_keywords,ENG_top_scores,SERIES_top_scores,REACTION_top_keywords,REACTION_top_scores
{SERIES} {TOPIC} {EVENT},[예고] 고민중독 브이로그,"{'EVENT': '브이로그', 'SERIES': '예고', 'TOPIC': '고민중독'}","{'EVENT': 10.04235055883371, 'SERIES': 0.0, 'TOPIC': 1.6448043173027425}",[],"['다크소울', '고민중독', '아이디어']",[],"[1.6448043173027425, 1.6448043173027425, 0.5734]","['플레이리스트', '브이로그', '플리', '먹방', '모음']","[10.445084341488096, 10.04235055883371, 9.873686709490261, 9.120266514199706, 8.83435318512114]",[],"['예고', '다크소울']",[],"[5.824363598380749, 5.824363598380749]",[],[]
{SERIES} {TOPIC} {EVENT},[예고] 아이디어 브이로그,"{'EVENT': '브이로그', 'SERIES': '예고', 'TOPIC': '아이디어'}","{'EVENT': 10.04235055883371, 'SERIES': 0.0, 'TOPIC': 0.5734}",[],"['다크소울', '고민중독', '아이디어']",[],"[1.6448043173027425, 1.6448043173027425, 0.5734]","['플레이리스트', '브이로그', '플리', '먹방', '모음']","[10.445084341488096, 10.04235055883371, 9.873686709490261, 9.120266514199706, 8.83435318512114]",[],"['예고', '다크소울']",[],"[5.824363598380749, 5.824363598380749]",[],[]
{SERIES} {TOPIC} {EVENT},[다크소울] 다크소울 브이로그,"{'EVENT': '브이로그', 'SERIES': '다크소울', 'TOPIC': '다크소울'}","{'EVENT': 10.04235055883371, 'SERIES': 0.0, 'TOPIC': 1.6448043173027425}",[],"['다크소울', '고민중독', '아이디어']",[],"[1.6448043173027425, 1.6448043173027425, 0.5734]","['플레이리스트', '브이로그', '플리', '먹방', '모음']","[10.445084341488096, 10.04235055883371, 9.873686709490261, 9.120266514199706, 8.83435318512114]",[],"['예고', '다크소울']",[],"[5.824363598380749, 5.824363598380749]",[],[]
{SERIES} {TOPIC} {EVENT},[다크소울] 고민중독 브이로그,"{'EVENT': '브이로그', 'SERIES': '다크소울', 'TOPIC': '고민중독'}","{'EVENT': 10.04235055883371, 'SERIES': 0.0, 'TOPIC': 1.6448043173027425}",[],"['다크소울', '고민중독', '아이디어']",[],"[1.6448043173027425, 1.6448043173027425, 0.5734]","['플레이리스트', '브이로그', '플리', '먹방', '모음']","[10.445084341488096, 10.04235055883371, 9.873686709490261, 9.120266514199706, 8.83435318512114]",[],"['예고', '다크소울']",[],"[5.824363598380749, 5.824363598380749]",[],[]
{SERIES} {TOPIC} {EVENT},[다크소울] 아이디어 브이로그,"{'EVENT': '브이로그', 'SERIES': '다크소울', 'TOPIC': '아이디어'}","{'EVENT': 10.04235055883371, 'SERIES': 0.0, 'TOPIC': 0.5734}",[],"['다크소울', '고민중독', '아이디어']",[],"[1.6448043173027425, 1.6448043173027425, 0.5734]","['플레이리스트', '브이로그', '플리', '먹방', '모음']","[10.445084341488096, 10.04235055883371, 9.873686709490261, 9.120266514199706, 8.83435318512114]",[],"['예고', '다크소울']",[],"[5.824363598380749, 5.824363598380749]",[],[]
{SERIES} {TOPIC} {EVENT},[예고] 다크소울 플리,"{'EVENT': '플리', 'SERIES': '예고', 'TOPIC': '다크소울'}","{'EVENT': 9.873686709490261, 'SERIES': 0.0, 'TOPIC': 1.6448043173027425}",[],"['다크소울', '고민중독', '아이디어']",[],"[1.6448043173027425, 1.6448043173027425, 0.5734]","['플레이리스트', '브이로그', '플리', '먹방', '모음']","[10.445084341488096, 10.04235055883371, 9.873686709490261, 9.120266514199706, 8.83435318512114]",[],"['예고', '다크소울']",[],"[5.824363598380749, 5.824363598380749]",[],[]
{SERIES} {TOPIC} {EVENT},[예고] 고민중독 플리,"{'EVENT': '플리', 'SERIES': '예고', 'TOPIC': '고민중독'}","{'EVENT': 9.873686709490261, 'SERIES': 0.0, 'TOPIC': 1.6448043173027425}",[],"['다크소울', '고민중독', '아이디어']",[],"[1.6448043173027425, 1.6448043173027425, 0.5734]","['플레이리스트', '브이로그', '플리', '먹방', '모음']","[10.445084341488096, 10.04235055883371, 9.873686709490261, 9.120266514199706, 8.83435318512114]",[],"['예고', '다크소울']",[],"[5.824363598380749, 5.824363598380749]",[],[]
{SERIES} {TOPIC} {EVENT},[예고] 아이디어 플리,"{'EVENT': '플리', 'SERIES': '예고', 'TOPIC': '아이디어'}","{'EVENT': 9.873686709490261, 'SERIES': 0.0, 'TOPIC': 0.5734}",[],"['다크소울', '고민중독', '아이디어']",[],"[1.6448043173027425, 1.6448043173027425, 0.5734]","['플레이리스트', '브이로그', '플리', '먹방', '모음']","[10.445084341488096, 10.04235055883371, 9.873686709490261, 9.120266514199706, 8.83435318512114]",[],"['예고', '다크소울']",[],"[5.824363598380749, 5.824363598380749]",[],[]
{SERIES} {TOPIC} {EVENT},[다크소울] 다크소울 플리,"{'EVENT': '플리', 'SERIES': '다크소울', 'TOPIC': '다크소울'}","{'EVENT': 9.873686709490261, 'SERIES': 0.0, 'TOPIC': 1.6448043173027425}",[],"['다크소울', '고민중독', '아이디어']",[],"[1.6448043173027425, 1.6448043173027425, 0.5734]","['플레이리스트', '브이로그', '플리', '먹방', '모음']","[10.445084341488096, 10.04235055883371, 9.873686709490261, 9.120266514199706, 8.83435318512114]",[],"['예고', '다크소울']",[],"[5.824363598380749, 5.824363598380749]",[],[]
{SERIES} {TOPIC} {EVENT},[다크소울] 고민중독 플리,"{'EVENT': '플리', 'SERIES': '다크소울', 'TOPIC': '고민중독'}","{'EVENT': 9.873686709490261, 'SERIES': 0.0, 'TOPIC': 1.6448043173027425}",[],"['다크소울', '고민중독', '아이디어']",[],"[1.6448043173027425, 1.6448043173027425, 0.5734]","['플레이리스트', '브이로그', '플리', '먹방', '모음']","[10.445084341488096, 10.04235055883371, 9.873686709490261, 9.120266514199706, 8.83435318512114]",[],"['예고', '다크소울']",[],"[5.824363598380749, 5.824363598380749]",[],[]
{SERIES} {TOPIC} {EVENT},[다크소울] 아이디어 플리,"{'EVENT': '플리', 'SERIES': '다크소울', 'TOPIC': '아이디어'}","{'EVENT': 9.873686709490261, 'SERIES': 0.0, 'TOPIC': 0.5734}",[],"['다크소울', '고민중독', '아이디어']",[],"[1.6448043173027425, 1.6448043173027425, 0.5734]","['플레이리스트', '브이로그', '플리', '먹방', '모음']","[10.445084341488096, 10.04235055883371, 9.873686709490261, 9.120266514199706, 8.83435318512114]",[],"['예고', '다크소울']",[],"[5.824363598380749, 5.824363598380749]",[],[]
{SERIES} {TOPIC} {EVENT},[예고] 다크소울 먹방,"{'EVENT': '먹방', 'SERIES': '예고', 'TOPIC': '다크소울'}","{'EVENT': 9.120266514199706, 'SERIES': 0.0, 'TOPIC': 1.6448043173027425}",[],"['다크소울', '고민중독', '아이디어']",[],"[1.6448043173027425, 1.6448043173027425, 0.5734]","['플레이리스트', '브이로그', '플리', '먹방', '모음']","[10.445084341488096, 10.04235055883371, 9.873686709490261, 9.120266514199706, 8.83435318512114]",[],"['예고', '다크소울']",[],"[5.824363598380749, 5.824363598380749]",[],[]
{SERIES} {TOPIC} {EVENT},[예고] 고민중독 먹방,"{'EVENT': '먹방', 'SERIES': '예고', 'TOPIC': '고민중독'}","{'EVENT': 9.120266514199706, 'SERIES': 0.0, 'TOPIC': 1.6448043173027425}",[],"['다크소울', '고민중독', '아이디어']",[],"[1.6448043173027425, 1.6448043173027425, 0.5734]","['플레이리스트', '브이로그', '플리', '먹방', '모음']","[10.445084341488096, 10.04235055883371, 9.873686709490261, 9.120266514199706, 8.83435318512114]",[],"['예고', '다크소울']",[],"[5.824363598380749, 5.824363598380749]",[],[]
{SERIES} {TOPIC} {EVENT},[예고] 아이디어 먹방,"{'EVENT': '먹방', 'SERIES': '예고', 'TOPIC': '아이디어'}","{'EVENT': 9.120266514199706, 'SERIES': 0.0, 'TOPIC': 0.5734}",[],"['다크소울', '고민중독', '아이디어']",[],"[1.6448043173027425, 1.6448043173027425, 0.5734]","['플레이리스트', '브이로그', '플리', '먹방', '모음']","[10.445084341488096, 10.04235055883371, 9.873686709490261, 9.120266514199706, 8.83435318512114]",[],"['예고', '다크소울']",[],"[5.824363598380749, 5.824363598380749]",[],[]
{SERIES} {TOPIC} {EVENT},[다크소울] 다크소울 먹방,"{'EVENT': '먹방', 'SERIES': '다크소울', 'TOPIC': '다크소울'}","{'EVENT': 9.120266514199706, 'SERIES': 0.0, 'TOPIC': 1.6448043173027425}",[],"['다크소울', '고민중독', '아이디어']",[],"[1.6448043173027425, 1.6448043173027425, 0.5734]","['플레이리스트', '브이로그', '플리', '먹방', '모음']","[10.445084341488096, 10.04235055883371, 9.873686709490261, 9.120266514199706, 8.83435318512114]",[],"['예고', '다크소울']",[],"[5.824363598380749, 5.824363598380749]",[],[]
{SERIES} {TOPIC} {EVENT},[다크소울] 고민중독 먹방,"{'EVENT': '먹방', 'SERIES': '다크소울', 'TOPIC': '고민중독'}","{'EVENT': 9.120266514199706, 'SERIES': 0.0, 'TOPIC': 1.6448043173027425}",[],"['다크소울', '고민중독', '아이디어']",[],"[1.6448043173027425, 1.6448043173027425, 0.5734]","['플레이리스트', '브이로그', '플리', '먹방', '모음']","[10.445084341488096, 10.04235055883371, 9.873686709490261, 9.120266514199706, 8.83435318512114]",[],"['예고', '다크소울']",[],"[5.824363598380749, 5.824363598380749]",[],[]
{SERIES} {TOPIC} {EVENT},[다크소울] 아이디어 먹방,"{'EVENT': '먹방', 'SERIES': '다크소울', 'TOPIC': '아이디어'}","{'EVENT': 9.120266514199706, 'SERIES': 0.0, 'TOPIC': 0.5734}",[],"['다크소울', '고민중독', '아이디어']",[],"[1.6448043173027425, 1.6448043173027425, 0.5734]","['플레이리스트', '브이로그', '플리', '먹방', '모음']","[10.445084341488096, 10.04235055883371, 9.873686709490261, 9.120266514199706, 8.83435318512114]",[],"['예고', '다크소울']",[],"[5.824363598380749, 5.824363598380749]",[],[]
{SERIES} {TOPIC} {EVENT},[예고] 다크소울 모음,"{'EVENT': '모음', 'SERIES': '예고', 'TOPIC': '다크소울'}","{'EVENT': 8.83435318512114, 'SERIES': 0.0, 'TOPIC': 1.6448043173027425}",[],"['다크소울', '고민중독', '아이디어']",[],"[1.6448043173027425, 1.6448043173027425, 0.5734]","['플레이리스트', '브이로그', '플리', '먹방', '모음']","[10.445084341488096, 10.04235055883371, 9.873686709490261, 9.120266514199706, 8.83435318512114]",[],"['예고', '다크소울']",[],"[5.824363598380749, 5.824363598380749]",[],[]
{SERIES} {TOPIC} {EVENT},[예고] 고민중독 모음,"{'EVENT': '모음', 'SERIES': '예고', 'TOPIC': '고민중독'}","{'EVENT': 8.83435318512114, 'SERIES': 0.0, 'TOPIC': 1.6448043173027425}",[],"['다크소울', '고민중독', '아이디어']",[],"[1.6448043173027425, 1.6448043173027425, 0.5734]","['플레이리스트', '브이로그', '플리', '먹방', '모음']","[10.445084341488096, 10.04235055883371, 9.873686709490261, 9.120266514199706, 8.83435318512114]",[],"['예고', '다크소울']",[],"[5.824363598380749, 5.824363598380749]",[],[]
{SERIES} {TOPIC} {EVENT},[예고] 아이디어 모음,"{'EVENT': '모음', 'SERIES': '예고', 'TOPIC': '아이디어'}","{'EVENT': 8.83435318512114, 'SERIES': 0.0, 'TOPIC': 0.5734}",[],"['다크소울', '고민중독', '아이디어']",[],"[1.6448043173027425, 1.6448043173027425, 0.5734]","['플레이리스트', '브이로그', '플리', '먹방', '모음']","[10.445084341488096, 10.04235055883371, 9.873686709490261, 9.120266514199706, 8.83435318512114]",[],"['예고', '다크소울']",[],"[5.824363598380749, 5.824363598380749]",[],[]
{SERIES} {TOPIC} {EVENT},[다크소울] 다크소울 모음,"{'EVENT': '모음', 'SERIES': '다크소울', 'TOPIC': '다크소울'}","{'EVENT': 8.83435318512114, 'SERIES': 0.0, 'TOPIC': 1.6448043173027425}",[],"['다크소울', '고민중독', '아이디어']",[],"[1.6448043173027425, 1.6448043173027425, 0.5734]","['플레이리스트', '브이로그', '플리', '먹방', '모음']","[10.445084341488096, 10.04235055883371, 9.873686709490261, 9.120266514199706, 8.83435318512114]",[],"['예고', '다크소울']",[],"[5.824363598380749, 5.824363598380749]",[],[]
{SERIES} {TOPIC} {EVENT},[다크소울] 고민중독 모음,"{'EVENT': '모음', 'SERIES': '다크소울', 'TOPIC': '고민중독'}","{'EVENT': 8.83435318512114, 'SERIES': 0.0, 'TOPIC': 1.6448043173027425}",[],"['다크소울', '고민중독', '아이디어']",[],"[1.6448043173027425, 1.6448043173027425, 0.5734]","['플레이리스트', '브이로그', '플리', '먹방', '모음']","[10.445084341488096, 10.04235055883371, 9.873686709490261, 9.120266514199706, 8.83435318512114]",[],"['예고', '다크소울']",[],"[5.824363598380749, 5.824363598380749]",[],[]
{SERIES} {TOPIC} {EVENT},[다크소울] 아이디어 모음,"{'EVENT': '모음', 'SERIES': '다크소울', 'TOPIC': '아이디어'}","{'EVENT': 8.83435318512114, 'SERIES': 0.0, 'TOPIC': 0.5734}",[],"['다크소울', '고민중독', '아이디어']",[],"[1.6448043173027425, 1.6448043173027425, 0.5734]","['플레이리스트', '브이로그', '플리', '먹방', '모음']","[10.445084341488096, 10.04235055883371, 9.873686709490261, 9.120266514199706, 8.83435318512114]",[],"['예고', '다크소울']",[],"[5.824363598380749, 5.824363598380749]",[],[]
{SERIES} {SITUATION} {TOPIC} {REACTION},[무공해] 퇴사마려운 직장인 레전드,"{'REACTION': '레전드', 'SITUATION': '퇴사마려운', 'SERIES': '무공해', 'TOPIC': '직장인'}","{'REACTION': 8.07397087458222, 'SITUATION': 0.6717, 'SERIES': 0.0, 'TOPIC': 5.592622266816767}",['퇴사마려운'],"['직장인', '귀여움 잔치', '빌런']",[0.6717],"[5.592622266816767, 0.5709, 0.2]",[],[],[],"['무공해', '웃소', 'I(D)-CUT']",[],"[15.738435410552935, 0.6439, 0.25]","['레전드', '공감', '귀여움']","[8.07397087458222, 8.07397087458222, 3.4]"
{SERIES} {SITUATION} {TOPIC} {REACTION},[무공해] 퇴사마려운 귀여움 잔치 레전드,"{'REACTION': '레전드', 'SITUATION': '퇴사마려운', 'SERIES': '무공해', 'TOPIC': '귀여움 잔치'}","{'REACTION': 8.07397087458222, 'SITUATION': 0.6717, 'SERIES': 0.0, 'TOPIC': 0.5709}",['퇴사마려운'],"['직장인', '귀여움 잔치', '빌런']",[0.6717],"[5.592622266816767, 0.5709, 0.2]",[],[],[],"['무공해', '웃소', 'I(D)-CUT']",[],"[15.738435410552935, 0.6439, 0.25]","['레전드', '공감', '귀여움']","[8.07397087458222, 8.07397087458222, 3.4]"
{SERIES} {SITUATION} {TOPIC} {REACTION},[무공해] 퇴사마려운 빌런 레전드,"{'REACTION': '레전드', 'SITUATION': '퇴사마려운', 'SERIES': '무공해', 'TOPIC': '빌런'}","{'REACTION': 8.07397087458222, 'SITUATION': 0.6717, 'SERIES': 0.0, 'TOPIC': 0.2}",['퇴사마려운'],"['직장인', '귀여움 잔치', '빌런']",[0.6717],"[5.592622266816767, 0.5709, 0.2]",[],[],[],"['무공해', '웃소', 'I(D)-CUT']",[],"[15.738435410552935, 0.6439, 0.25]","['레전드', '공감', '귀여움']","[8.07397087458222, 8.07397087458222, 3.4]"
{SERIES} {SITUATION} {TOPIC} {REACTION},[웃소] 퇴사마려운 직장인 레전드,"{'REACTION': '레전드', 'SITUATION': '퇴사마려운', 'SERIES': '웃소', 'TOPIC': '직장인'}","{'REACTION': 8.07397087458222, 'SITUATION': 0.6717, 'SERIES': 0.0, 'TOPIC': 5.592622266816767}",['퇴사마려운'],"['직장인', '귀여움 잔치', '빌런']",[0.6717],"[5.592622266816767, 0.5709, 0.2]",[],[],[],"['무공해', '웃소', 'I(D)-CUT']",[],"[15.738435410552935, 0.6439, 0.25]","['레전드', '공감', '귀여움']","[8.07397087458222, 8.07397087458222, 3.4]"
{SERIES} {SITUATION} {TOPIC} {REACTION},[웃소] 퇴사마려운 귀여움 잔치 레전드,"{'REACTION': '레전드', 'SITUATION': '퇴사마려운', 'SERIES': '웃소', 'TOPIC': '귀여움 잔치'}","{'REACTION': 8.07397087458222, 'SITUATION': 0.6717, 'SERIES': 0.0, 'TOPIC': 0.5709}",['퇴사마려운'],"['직장인', '귀여움 잔치', '빌런']",[0.6717],"[5.592622266816767, 0.5709, 0.2]",[],[],[],"['무공해', '웃소', 'I(D)-CUT']",[],"[15.738435410552935, 0.6439, 0.25]","['레전드', '공감', '귀여움']","[8.07397087458222, 8.07397087458222, 3.4]"
{SERIES} {SITUATION} {TOPIC} {REACTION},[웃소] 퇴사마려운 빌런 레전드,"{'REACTION': '레전드', 'SITUATION': '퇴사마려운', 'SERIES': '웃소', 'TOPIC': '빌런'}","{'REACTION': 8.07397087458222, 'SITUATION': 0.6717, 'SERIES': 0.0, 'TOPIC': 0.2}",['퇴사마려운'],"['직장인', '귀여움 잔치', '빌런']",[0.6717],"[5.592622266816767, 0.5709, 0.2]",[],[],[],"['무공해', '웃소', 'I(D)-CUT']",[],"[15.738435410552935, 0.6439, 0.25]","['레전드', '공감', '귀여움']","[8.07397087458222, 8.07397087458222, 3.4]"
{SERIES} {SITUATION} {TOPIC} {REACTION},[I(D)-CUT] 퇴사마려운 직장인 레전드,"{'REACTION': '레전드', 'SITUATION': '퇴사마려운', 'SERIES': 'I(D)-CUT', 'TOPIC': '직장인'}","{'REACTION': 8.07397087458222, 'SITUATION': 0.6717, 'SERIES': 0.0, 'TOPIC': 5.592622266816767}",['퇴사마려운'],"['직장인', '귀여움 잔치', '빌런']",[0.6717],"[5.592622266816767, 0.5709, 0.2]",[],[],[],"['무공해', '웃소', 'I(D)-CUT']",[],"[15.738435410552935, 0.6439, 0.25]","['레전드', '공감', '귀여움']","[8.07397087458222, 8.07397087458222, 3.4]"
{SERIES} {SITUATION} {TOPIC} {REACTION},[I(D)-CUT] 퇴사마려운 귀여움 잔치 레전드,"{'REACTION': '레전드', 'SITUATION': '퇴사마려운', 'SERIES': 'I(D)-CUT', 'TOPIC': '귀여움 잔치'}","{'REACTION': 8.07397087458222, 'SITUATION': 0.6717, 'SERIES': 0.0, 'TOPIC': 0.5709}",['퇴사마려운'],"['직장인', '귀여움 잔치', '빌런']",[0.6717],"[5.592622266816767, 0.5709, 0.2]",[],[],[],"['무공해', '웃소', 'I(D)-CUT']",[],"[15.738435410552935, 0.6439, 0.25]","['레전드', '공감', '귀여움']","[8.07397087458222, 8.07397087458222, 3.4]"
{SERIES} {SITUATION} {TOPIC} {REACTION},[I(D)-CUT] 퇴사마려운 빌런 레전드,"{'REACTION': '레전드', 'SITUATION': '퇴사마려운', 'SERIES': 'I(D)-CUT', 'TOPIC': '빌런'}","{'REACTION': 8.07397087458222, 'SITUATION': 0.6717, 'SERIES': 0.0, 'TOPIC': 0.2}",['퇴사마려운'],"['직장인', '귀여움 잔치', '빌런']",[0.6717],"[5.592622266816767, 0.5709, 0.2]",[],[],[],"['무공해', '웃소', 'I(D)-CUT']",[],"[15.738435410552935, 0.6439, 0.25]","['레전드', '공감', '귀여움']","[8.07397087458222, 8.07397087458222, 3.4]"
{SERIES} {SITUATION} {TOPIC} {REACTION},[무공해] 퇴사마려운 직장인 공감,"{'REACTION': '공감', 'SITUATION': '퇴사마려운', 'SERIES': '무공해', 'TOPIC': '직장인'}","{'REACTION': 8.07397087458222, 'SITUATION': 0.6717, 'SERIES': 0.0, 'TOPIC': 5.592622266816767}",['퇴사마려운'],"['직장인', '귀여움 잔치', '빌런']",[0.6717],"[5.592622266816767, 0.5709, 0.2]",[],[],[],"['무공해', '웃소', 'I(D)-CUT']",[],"[15.738435410552935, 0.6439, 0.25]","['레전드', '공감', '귀여움']","[8.07397087458222, 8.07397087458222, 3.4]"
{SERIES} {SITUATION} {TOPIC} {REACTION},[무공해] 퇴사마려운 귀여움 잔치 공감,"{'REACTION': '공감', 'SITUATION': '퇴사마려운', 'SERIES': '무공해', 'TOPIC': '귀여움 잔치'}","{'REACTION': 8.07397087458222, 'SITUATION': 0.6717, 'SERIES': 0.0, 'TOPIC': 0.5709}",['퇴사마려운'],"['직장인', '귀여움 잔치', '빌런']",[0.6717],"[5.592622266816767, 0.5709, 0.2]",[],[],[],"['무공해', '웃소', 'I(D)-CUT']",[],"[15.738435410552935, 0.6439, 0.25]","['레전드', '공감', '귀여움']","[8.07397087458222, 8.07397087458222, 3.4]"
{SERIES} {SITUATION} {TOPIC} {REACTION},[무공해] 퇴사마려운 빌런 공감,"{'REACTION': '공감', 'SITUATION': '퇴사마려운', 'SERIES': '무공해', 'TOPIC': '빌런'}","{'REACTION': 8.07397087458222, 'SITUATION': 0.6717, 'SERIES': 0.0, 'TOPIC': 0.2}",['퇴사마려운'],"['직장인', '귀여움 잔치', '빌런']",[0.6717],"[5.592622266816767, 0.5709, 0.2]",[],[],[],"['무공해', '웃소', 'I(D)-CUT']",[],"[15.738435410552935, 0.6439, 0.25]","['레전드', '공감', '귀여움']","[8.07397087458222, 8.07397087458222, 3.4]"
{SERIES} {SITUATION} {TOPIC} {REACTION},[웃소] 퇴사마려운 직장인 공감,"{'REACTION': '공감', 'SITUATION': '퇴사마려운', 'SERIES': '웃소', 'TOPIC': '직장인'}","{'REACTION': 8.07397087458222, 'SITUATION': 0.6717, 'SERIES': 0.0, 'TOPIC': 5.592622266816767}",['퇴사마려운'],"['직장인', '귀여움 잔치', '빌런']",[0.6717],"[5.592622266816767, 0.5709, 0.2]",[],[],[],"['무공해', '웃소', 'I(D)-CUT']",[],"[15.738435410552935, 0.6439, 0.25]","['레전드', '공감', '귀여움']","[8.07397087458222, 8.07397087458222, 3.4]"
{SERIES} {SITUATION} {TOPIC} {REACTION},[웃소] 퇴사마려운 귀여움 잔치 공감,"{'REACTION': '공감', 'SITUATION': '퇴사마려운', 'SERIES': '웃소', 'TOPIC': '귀여움 잔치'}","{'REACTION': 8.07397087458222, 'SITUATION': 0.6717, 'SERIES': 0.0, 'TOPIC': 0.5709}",['퇴사마려운'],"['직장인', '귀여움 잔치', '빌런']",[0.6717],"[5.592622266816767, 0.5709, 0.2]",[],[],[],"['무공해', '웃소', 'I(D)-CUT']",[],"[15.738435410552935, 0.6439, 0.25]","['레전드', '공감', '귀여움']","[8.07397087458222, 8.07397087458222, 3.4]"
{SERIES} {SITUATION} {TOPIC} {REACTION},[웃소] 퇴사마려운 빌런 공감,"{'REACTION': '공감', 'SITUATION': '퇴사마려운', 'SERIES': '웃소', 'TOPIC': '빌런'}","{'REACTION': 8.07397087458222, 'SITUATION': 0.6717, 'SERIES': 0.0, 'TOPIC': 0.2}",['퇴사마려운'],"['직장인', '귀여움 잔치', '빌런']",[0.6717],"[5.592622266816767, 0.5709, 0.2]",[],[],[],"['무공해', '웃소', 'I(D)-CUT']",[],"[15.738435410552935, 0.6439, 0.25]","['레전드', '공감', '귀여움']","[8.07397087458222, 8.07397087458222, 3.4]"
{SERIES} {SITUATION} {TOPIC} {REACTION},[I(D)-CUT] 퇴사마려운 직장인 공감,"{'REACTION': '공감', 'SITUATION': '퇴사마려운', 'SERIES': 'I(D)-CUT', 'TOPIC': '직장인'}","{'REACTION': 8.07397087458222, 'SITUATION': 0.6717, 'SERIES': 0.0, 'TOPIC': 5.592622266816767}",['퇴사마려운'],"['직장인', '귀여움 잔치', '빌런']",[0.6717],"[5.592622266816767, 0.5709, 0.2]",[],[],[],"['무공해', '웃소', 'I(D)-CUT']",[],"[15.738435410552935, 0.6439, 0.25]","['레전드', '공감', '귀여움']","[8.07397087458222, 8.07397087458222, 3.4]"
{SERIES} {SITUATION} {TOPIC} {REACTION},[I(D)-CUT] 퇴사마려운 귀여움 잔치 공감,"{'REACTION': '공감', 'SITUATION': '퇴사마려운', 'SERIES': 'I(D)-CUT', 'TOPIC': '귀여움 잔치'}","{'REACTION': 8.07397087458222, 'SITUATION': 0.6717, 'SERIES': 0.0, 'TOPIC': 0.5709}",['퇴사마려운'],"['직장인', '귀여움 잔치', '빌런']",[0.6717],"[5.592622266816767, 0.5709, 0.2]",[],[],[],"['무공해', '웃소', 'I(D)-CUT']",[],"[15.738435410552935, 0.6439, 0.25]","['레전드', '공감', '귀여움']","[8.07397087458222, 8.07397087458222, 3.4]"
{SERIES} {SITUATION} {TOPIC} {REACTION},[I(D)-CUT] 퇴사마려운 빌런 공감,"{'REACTION': '공감', 'SITUATION': '퇴사마려운', 'SERIES': 'I(D)-CUT', 'TOPIC': '빌런'}","{'REACTION': 8.07397087458222, 'SITUATION': 0.6717, 'SERIES': 0.0, 'TOPIC': 0.2}",['퇴사마려운'],"['직장인', '귀여움 잔치', '빌런']",[0.6717],"[5.592622266816767, 0.5709, 0.2]",[],[],[],"['무공해', '웃소', 'I(D)-CUT']",[],"[15.738435410552935, 0.6439, 0.25]","['레전드', '공감', '귀여움']","[8.07397087458222, 8.07397087458222, 3.4]"
{SERIES} {SITUATION} {TOPIC} {REACTION},[무공해] 퇴사마려운 직장인 귀여움,"{'REACTION': '귀여움', 'SITUATION': '퇴사마려운', 'SERIES': '무공해', 'TOPIC': '직장인'}","{'REACTION': 3.4, 'SITUATION': 0.6717, 'SERIES': 0.0, 'TOPIC': 5.592622266816767}",['퇴사마려운'],"['직장인', '귀여움 잔치', '빌런']",[0.6717],"[5.592622266816767, 0.5709, 0.2]",[],[],[],"['무공해', '웃소', 'I(D)-CUT']",[],"[15.738435410552935, 0.6439, 0.25]","['레전드', '공감', '귀여움']","[8.07397087458222, 8.07397087458222, 3.4]"
{SERIES} {SITUATION} {TOPIC} {REACTION},[무공해] 퇴사마려운 귀여움 잔치 귀여움,"{'REACTION': '귀여움', 'SITUATION': '퇴사마려운', 'SERIES': '무공해', 'TOPIC': '귀여움 잔치'}","{'REACTION': 3.4, 'SITUATION': 0.6717, 'SERIES': 0.0, 'TOPIC': 0.5709}",['퇴사마려운'],"['직장인', '귀여움 잔치', '빌런']",[0.6717],"[5.592622266816767, 0.5709, 0.2]",[],[],[],"['무공해', '웃소', 'I(D)-CUT']",[],"[15.738435410552935, 0.6439, 0.25]","['레전드', '공감', '귀여움']","[8.07397087458222, 8.07397087458222, 3.4]"
{SERIES} {SITUATION} {TOPIC} {REACTION},[무공해] 퇴사마려운 빌런 귀여움,"{'REACTION': '귀여움', 'SITUATION': '퇴사마려운', 'SERIES': '무공해', 'TOPIC': '빌런'}","{'REACTION': 3.4, 'SITUATION': 0.6717, 'SERIES': 0.0, 'TOPIC': 0.2}",['퇴사마려운'],"['직장인', '귀여움 잔치', '빌런']",[0.6717],"[5.592622266816767, 0.5709, 0.2]",[],[],[],"['무공해', '웃소', 'I(D)-CUT']",[],"[15.738435410552935, 0.6439, 0.25]","['레전드', '공감', '귀여움']","[8.07397087458222, 8.07397087458222, 3.4]"
{SERIES} {SITUATION} {TOPIC} {REACTION},[웃소] 퇴사마려운 직장인 귀여움,"{'REACTION': '귀여움', 'SITUATION': '퇴사마려운', 'SERIES': '웃소', 'TOPIC': '직장인'}","{'REACTION': 3.4, 'SITUATION': 0.6717, 'SERIES': 0.0, 'TOPIC': 5.592622266816767}",['퇴사마려운'],"['직장인', '귀여움 잔치', '빌런']",[0.6717],"[5.592622266816767, 0.5709, 0.2]",[],[],[],"['무공해', '웃소', 'I(D)-CUT']",[],"[15.738435410552935, 0.6439, 0.25]","['레전드', '공감', '귀여움']","[8.07397087458222, 8.07397087458222, 3.4]"
